Timestamp,Region,Price,Demand
2018-06-02 09:00:00,VIC1,129.45,5726.16
2018-06-02 09:00:00,TAS1,78.36,1424.93
2018-06-02 09:30:00,NSW1,143.28,9026.04
2018-06-02 09:30:00,TAS1,79.82,1435.51
2018-06-02 09:30:00,VIC1,159.89,5699.5
2018-06-02 09:30:00,QLD1,72.46,5895.25
2018-06-02 09:30:00,SA1,162.44,1468.77
2018-06-02 10:00:00,NSW1,84.51,8821.26
2018-06-02 10:00:00,TAS1,76.18,1425.53
2018-06-02 10:00:00,QLD1,64.81,5707.77
2018-06-02 10:00:00,SA1,98.45,1399.71
2018-06-02 10:00:00,VIC1,96.08,5521.52
2018-06-02 10:30:00,SA1,99.52,1360.93
2018-06-02 10:30:00,VIC1,94.61,5405.83
2018-06-02 10:30:00,TAS1,78.36,1396.35
2018-06-02 10:30:00,QLD1,61.12,5476.47
2018-06-02 10:30:00,NSW1,82.96,8716.02
2018-06-02 11:00:00,SA1,118.95,1264.24
2018-06-02 11:00:00,VIC1,92.37,5202.86
2018-06-02 11:00:00,TAS1,78.36,1374.33
2018-06-02 11:00:00,QLD1,61,5382.23
2018-06-02 11:00:00,NSW1,81.97,8553.94
2018-06-02 11:30:00,TAS1,115.11,1340.01
2018-06-02 11:30:00,SA1,106.7,1189.07
2018-06-02 11:30:00,VIC1,82.29,5031.9
2018-06-02 11:30:00,NSW1,73.68,8494.55
2018-06-02 11:30:00,QLD1,59.7,5267.16
2018-06-02 12:00:00,QLD1,58.83,5131.37
2018-06-02 12:00:00,SA1,106.28,1088.41
2018-06-02 12:00:00,TAS1,97.99,1305.47
2018-06-02 12:00:00,VIC1,80.47,4878.03
2018-06-02 12:00:00,NSW1,72.26,8489.33
2018-06-02 12:30:00,NSW1,66.36,8451.19
2018-06-02 12:30:00,QLD1,47.07,5088.84
2018-06-02 12:30:00,SA1,105.77,1085.28
2018-06-02 12:30:00,TAS1,79.49,1253.08
2018-06-02 12:30:00,VIC1,72.98,4763.52
2018-06-02 13:00:00,VIC1,69.42,4669.44
2018-06-02 13:00:00,TAS1,78.36,1233.42
2018-06-02 13:00:00,SA1,86.87,1010.34
2018-06-02 13:00:00,QLD1,56.19,5088.99
2018-06-02 13:00:00,NSW1,66.06,8454.8
2018-06-02 13:30:00,SA1,79.57,985.62
2018-06-02 13:30:00,NSW1,62.05,8442.02
2018-06-02 13:30:00,TAS1,78.36,1216.18
2018-06-02 13:30:00,QLD1,51.97,5089.09
2018-06-02 13:30:00,VIC1,64.54,4686.38
2018-06-02 14:00:00,QLD1,54.23,5149.26
2018-06-02 14:00:00,VIC1,69.17,4701.53
2018-06-02 14:00:00,TAS1,78.36,1204.99
2018-06-02 14:00:00,SA1,93.7,971.76
2018-06-02 14:00:00,NSW1,66.15,8470.21
2018-06-02 14:30:00,NSW1,69.68,8544.2
2018-06-02 14:30:00,VIC1,72.82,4716.26
2018-06-02 14:30:00,TAS1,78.36,1211.48
2018-06-02 14:30:00,SA1,79.12,996.5
2018-06-02 14:30:00,QLD1,58.76,5294.8
2018-06-02 15:00:00,TAS1,78.36,1202.26
2018-06-02 15:00:00,SA1,80.47,1045.68
2018-06-02 15:00:00,QLD1,59.52,5440.45
2018-06-02 15:00:00,NSW1,69.22,8553.77
2018-06-02 15:00:00,VIC1,72.96,4770.66
2018-06-02 15:30:00,QLD1,60.65,5586.62
2018-06-02 15:30:00,SA1,81.5,1057.71
2018-06-02 15:30:00,TAS1,78.36,1238.34
2018-06-02 15:30:00,VIC1,73.96,4889.04
2018-06-02 15:30:00,NSW1,69.83,8574.93
2018-06-02 16:00:00,NSW1,81.97,8781.15
2018-06-02 16:00:00,VIC1,87.54,5039.58
2018-06-02 16:00:00,TAS1,81.17,1272.34
2018-06-02 16:00:00,SA1,99.19,1152.19
2018-06-02 16:00:00,QLD1,71,5853.83
2018-06-02 16:30:00,VIC1,89.23,5215.05
2018-06-02 16:30:00,QLD1,71.56,6153.73
2018-06-02 16:30:00,SA1,104.49,1252.36
2018-06-02 16:30:00,TAS1,78.36,1312.15
2018-06-02 16:30:00,NSW1,82.09,9029.71
2018-06-02 17:00:00,SA1,155.7,1335.8
2018-06-02 17:00:00,QLD1,105.3,6482.8
2018-06-02 17:00:00,TAS1,79.64,1376.92
2018-06-02 17:00:00,VIC1,136.61,5539.13
2018-06-02 17:00:00,NSW1,122.07,9462.8
2018-06-02 17:30:00,VIC1,105.47,5913.63
2018-06-02 17:30:00,TAS1,87.69,1447.74
2018-06-02 17:30:00,QLD1,83.53,6827.71
2018-06-02 17:30:00,NSW1,95.21,9838.38
2018-06-02 17:30:00,SA1,122.78,1451.79
2018-06-02 18:00:00,QLD1,101.85,7045.1
2018-06-02 18:00:00,VIC1,132.22,6198.69
2018-06-02 18:00:00,TAS1,78.36,1470.72
2018-06-02 18:00:00,SA1,157.69,1614.18
2018-06-02 18:00:00,NSW1,115.24,10088.39
2018-06-02 18:30:00,SA1,145.31,1764.09
2018-06-02 18:30:00,VIC1,117.78,6175.93
2018-06-02 18:30:00,TAS1,78.36,1455.94
2018-06-02 18:30:00,QLD1,90.33,7050.63
2018-06-02 18:30:00,NSW1,101.19,9963.93
2018-06-02 19:00:00,VIC1,108.32,6050.1
2018-06-02 19:00:00,TAS1,78.36,1445.89
2018-06-02 19:00:00,SA1,134.91,1789.8
2018-06-02 19:00:00,QLD1,83.68,7017.07
2018-06-02 19:00:00,NSW1,92.62,9752.35
2018-06-02 19:30:00,NSW1,89.21,9515.57
2018-06-02 19:30:00,QLD1,80.84,6890.41
2018-06-02 19:30:00,SA1,128.39,1777.39
2018-06-02 19:30:00,VIC1,103.07,5888.47
2018-06-02 19:30:00,TAS1,80.6,1427.29
2018-06-02 20:00:00,QLD1,84.97,6849.51
2018-06-02 20:00:00,NSW1,95.41,9267.59
2018-06-02 20:00:00,VIC1,109.75,5762.17
2018-06-02 20:00:00,SA1,136.82,1756.32
2018-06-02 20:00:00,TAS1,80.61,1406.87
2018-06-02 20:30:00,SA1,212.57,1739.27
2018-06-02 20:30:00,NSW1,156.63,9171.34
2018-06-02 20:30:00,QLD1,133.63,6817.15
2018-06-02 20:30:00,TAS1,79.48,1394.32
2018-06-02 20:30:00,VIC1,175.33,5624.42
2018-06-02 21:00:00,QLD1,88.02,6642.57
2018-06-02 21:00:00,NSW1,98.85,8954.74
2018-06-02 21:00:00,SA1,133.87,1701.53
2018-06-02 21:00:00,VIC1,110.32,5506.39
2018-06-02 21:00:00,TAS1,83.2,1386.91
2018-06-02 21:30:00,NSW1,87.6,8738.37
2018-06-02 21:30:00,TAS1,78.36,1359.04
2018-06-02 21:30:00,VIC1,97.58,5407.27
2018-06-02 21:30:00,QLD1,79.41,6480.84
2018-06-02 21:30:00,SA1,118.52,1654.11
2018-06-02 22:00:00,TAS1,80.89,1340
2018-06-02 22:00:00,VIC1,88.54,5275.71
2018-06-02 22:00:00,NSW1,76.9,8536.78
2018-06-02 22:00:00,SA1,107.81,1622.52
2018-06-02 22:00:00,QLD1,69.48,6343.51
2018-06-02 22:30:00,VIC1,82.58,5156.92
2018-06-02 22:30:00,QLD1,70.89,6275.26
2018-06-02 22:30:00,SA1,99.67,1587.28
2018-06-02 22:30:00,TAS1,79.49,1304.34
2018-06-02 22:30:00,NSW1,75.88,8468.68
2018-06-02 23:00:00,SA1,97.05,1542.52
2018-06-02 23:00:00,QLD1,66.22,6170.01
2018-06-02 23:00:00,NSW1,69.92,8219.22
2018-06-02 23:00:00,TAS1,78.36,1270.45
2018-06-02 23:00:00,VIC1,79.35,5091.84
2018-06-02 23:30:00,QLD1,65.04,6015.74
2018-06-02 23:30:00,NSW1,69.29,8139.85
2018-06-02 23:30:00,TAS1,76.51,1235.6
2018-06-02 23:30:00,VIC1,81.83,5272.94
2018-06-02 23:30:00,SA1,97.32,1516.86
2018-06-03 00:00:00,TAS1,77.64,1206.23
2018-06-03 00:00:00,NSW1,64.21,7901.6
2018-06-03 00:00:00,QLD1,59.3,5769.4
2018-06-03 00:00:00,SA1,97.57,1701.16
2018-06-03 00:00:00,VIC1,75.61,5255.33
2018-06-03 00:30:00,NSW1,67.45,7687.99
2018-06-03 00:30:00,QLD1,60.13,5595.13
2018-06-03 00:30:00,SA1,109.66,1625.43
2018-06-03 00:30:00,TAS1,79.49,1185.77
2018-06-03 00:30:00,VIC1,89.65,5031.32
2018-06-03 01:00:00,VIC1,94.38,4866.03
2018-06-03 01:00:00,NSW1,64.77,7437.31
2018-06-03 01:00:00,TAS1,85.09,1176.58
2018-06-03 01:00:00,SA1,116.33,1542.6
2018-06-03 01:00:00,QLD1,56.61,5442.76
2018-06-03 01:30:00,VIC1,71.9,4720.17
2018-06-03 01:30:00,SA1,88.74,1446.33
2018-06-03 01:30:00,TAS1,85.09,1165.97
2018-06-03 01:30:00,QLD1,55.93,5344.94
2018-06-03 01:30:00,NSW1,64.41,7223.68
2018-06-03 02:00:00,NSW1,71.99,6982.84
2018-06-03 02:00:00,QLD1,61.96,5272.71
2018-06-03 02:00:00,VIC1,79.58,4481.05
2018-06-03 02:00:00,SA1,100.37,1361.49
2018-06-03 02:00:00,TAS1,85.09,1167.98
2018-06-03 02:30:00,QLD1,59.05,5172.59
2018-06-03 02:30:00,SA1,94.7,1311.85
2018-06-03 02:30:00,TAS1,85.09,1160.69
2018-06-03 02:30:00,VIC1,76.14,4320.68
2018-06-03 02:30:00,NSW1,69.36,6664.06
2018-06-03 03:00:00,VIC1,69.54,4177.29
2018-06-03 03:00:00,QLD1,54.45,5148.33
2018-06-03 03:00:00,TAS1,85.09,1161.95
2018-06-03 03:00:00,SA1,103.72,1257.88
2018-06-03 03:00:00,NSW1,63.37,6477.58
2018-06-03 03:30:00,QLD1,51.09,5116.71
2018-06-03 03:30:00,SA1,94.59,1226.5
2018-06-03 03:30:00,TAS1,85.09,1148.86
2018-06-03 03:30:00,VIC1,63.99,4109.74
2018-06-03 03:30:00,NSW1,59.08,6312.25
2018-06-03 04:00:00,QLD1,55.08,5116.27
2018-06-03 04:00:00,SA1,94.67,1202.07
2018-06-03 04:00:00,NSW1,63.82,6238.11
2018-06-03 04:00:00,VIC1,69.71,4097.93
2018-06-03 04:00:00,TAS1,85.09,1161.88
2018-06-03 04:30:00,TAS1,85.12,1164.44
2018-06-03 04:30:00,QLD1,50.22,5149.5
2018-06-03 04:30:00,VIC1,60.44,4102.32
2018-06-03 04:30:00,SA1,77.57,1165.55
2018-06-03 04:30:00,NSW1,56.69,6178.99
2018-06-03 05:00:00,TAS1,85.12,1166.79
2018-06-03 05:00:00,QLD1,53,5222.41
2018-06-03 05:00:00,SA1,80.95,1168.02
2018-06-03 05:00:00,VIC1,63.16,4115.04
2018-06-03 05:00:00,NSW1,59.18,6262.46
2018-06-03 05:30:00,VIC1,65.88,4200.48
2018-06-03 05:30:00,TAS1,85.12,1188.16
2018-06-03 05:30:00,QLD1,54.68,5290.14
2018-06-03 05:30:00,NSW1,61.17,6304.71
2018-06-03 05:30:00,SA1,84.29,1163.29
2018-06-03 06:00:00,SA1,67.52,1147.78
2018-06-03 06:00:00,TAS1,85.12,1203.48
2018-06-03 06:00:00,QLD1,46.34,5334.95
2018-06-03 06:00:00,NSW1,51.74,6415.21
2018-06-03 06:00:00,VIC1,55.23,4236.96
