,battery_bid_fcas_power,battery_bid_fcas_price,battery_bid_fcas_type,fcas_cleared_power,battery_bid_energy_power_gen,battery_bid_energy_power_load,battery_bid_energy_price,battery_bid_energy_type,fcas_clearing_price,energy_price,raise_demand,raise_price,soe,timestamp
30,0.0,59.0,gen,0.00021074421274010978,0,300.0,124.63,load,63.0,124.63,59.0,33.67313,0.00021074421275102395,2018-06-01 19:30:00
31,0.0,59.75,gen,-0.00018019350401008257,0,128.99957851157455,127.63,load,63.0,127.63,59.75,47.78005,300.00042148842545,2018-06-01 20:00:00
32,0.0,57.63,gen,-4.5348808252741245e-05,-300.0,0,275.28,gen,63.0,275.28,57.63,30.0,428.999819806496,2018-06-01 20:30:00
33,0.0,59.0,gen,0.00021074421274010978,0,300.0,126.18,load,63.0,126.18,59.0,30.0,128.99977445768775,2018-06-01 21:00:00
34,0.0,79.2,gen,-0.00025838707158919,0,300.0,121.22,load,70.0,121.22,79.2,25.96,428.9999852019005,2018-06-01 21:30:00
35,0.0,71.0,gen,0.0002088714325678512,0,300.0,123.32,load,70.0,123.32,71.0,13.84,728.9997268148288,2018-06-01 22:00:00
36,0.0,81.0,gen,-0.0001562186003998198,-300.0,0,157.98,gen,70.0,157.98,81.0,30.0,1028.9999356862613,2018-06-01 22:30:00
37,0.0,81.0,gen,-0.0001562186003998198,0,300.0,119.39,load,70.0,119.39,81.0,30.0,728.9997794676609,2018-06-01 23:00:00
38,0.0,81.0,gen,-0.0001562186003998198,-300.0,0,193.98,gen,70.0,193.98,81.0,30.0,1028.9996232490605,2018-06-01 23:30:00
39,0.0,69.27,gen,-9.787071757277245e-05,-300.0,0,209.72,gen,70.0,209.72,69.27,11.99,728.9994670304601,2018-06-02
40,0.0,64.33,gen,-0.00021309926434967321,-128.9993691597425,0,143.89,gen,70.0,143.89,64.33,13.42004,428.9993691597425,2018-06-02 00:30:00
41,0.0,61.0,gen,-2.3638960121037183e-11,-299.99978690073567,0,159.21,gen,63.0,159.21,61.0,12.51,299.99978690073567,2018-06-02 01:00:00
42,0.0,60.95,gen,-0.0002567020325973312,0,300.0,110.47,load,63.0,110.47,60.95,18.89,0,2018-06-02 01:30:00
43,0.0,41.0,gen,-3.6571874664446244e-05,-299.9997432979674,0,129.55,gen,63.0,129.55,41.0,25.81,299.9997432979674,2018-06-02 02:00:00
44,0.0,41.0,gen,-3.6571874664446244e-05,0,129.0,79.7,load,63.0,79.7,41.0,27.81,0,2018-06-02 02:30:00
45,0.0,41.0,gen,-3.6571874664446244e-05,0,300.0,78.42,load,63.0,78.42,41.0,27.81,128.99996342812534,2018-06-02 03:00:00
46,0.0,41.0,gen,-3.6571874664446244e-05,0,300.0,73.18,load,63.0,73.18,41.0,28.98,428.9999268562507,2018-06-02 03:30:00
47,0.0,41.0,gen,-3.6571874664446244e-05,0,300.0,74.91,load,63.0,74.91,41.0,25.81,728.9998902843761,2018-06-02 04:00:00
48,0.0,41.0,gen,-3.6571874664446244e-05,-300.0,0,86.19,gen,63.0,86.19,41.0,28.5,1028.9998537125014,2018-06-02 04:30:00
49,0.0,41.0,gen,-3.6571874664446244e-05,0,300.0,81.17,load,63.0,81.17,41.0,27.81,728.9998171406266,2018-06-02 05:00:00
50,0.0,41.0,gen,-3.6571874664446244e-05,-299.9998683413089,0,85.35,gen,63.0,85.35,41.0,25.99,1028.999780568752,2018-06-02 05:30:00
51,0.0,43.67,gen,2.3500803850797797e-05,0,300.0,73.53,load,63.0,73.53,43.67,18.89,728.9998756555683,2018-06-02 06:00:00
52,0.0,53.48,gen,-0.00017595252164010942,-300.0,0,126.06,gen,63.0,126.06,53.48,18.25,1028.999899156372,2018-06-02 06:30:00
53,0.0,63.66,gen,-0.00023975529763367262,-300.0,0,124.59,gen,70.0,124.59,63.66,27.561,728.9997232038504,2018-06-02 07:00:00
54,0.0,68.72,gen,-9.049604189909134e-05,0,300.0,100.63,load,70.0,100.63,68.72,30.0,428.9994834485528,2018-06-02 07:30:00
55,0.0,75.23,gen,9.13237746326123e-06,0,171.0006070474891,113.05,load,70.0,113.05,75.23,30.0,728.9993929525109,2018-06-02 08:00:00
56,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,147.29,gen,63.0,147.29,61.0,24.52542,900.0000091323775,2018-06-02 08:30:00
57,0.0,60.67,gen,0.00016649828773549,-300.0,0,135.98,gen,63.0,135.98,60.67,30.0,600.0000091323539,2018-06-02 09:00:00
58,0.0,58.18,gen,0.00022675760657492645,-300.0,0,162.44,gen,63.0,162.44,58.18,26.38594,300.0001756306416,2018-06-02 09:30:00
59,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,98.45,load,63.0,98.45,61.0,20.59,0.00040238824817606655,2018-06-02 10:00:00
60,0.0,71.88,gen,-0.00029995779629134493,0,300.0,99.52,load,70.0,99.52,71.88,14.9,300.00040238822453,2018-06-02 10:30:00
61,0.0,71.64,gen,-0.0003056276707596964,-300.0,0,118.95,gen,70.0,118.95,71.64,15.5892,600.0001024304282,2018-06-02 11:00:00
62,0.0,62.43,gen,-0.00022107205706523437,-299.9997968027575,0,106.7,gen,70.0,106.7,62.43,11.99,299.9997968027575,2018-06-02 11:30:00
63,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,106.28,load,63.0,106.28,61.0,17.46,0,2018-06-02 12:00:00
64,0.0,54.47,gen,7.540894812826559e-05,0,0.0,105.77,load,63.0,105.77,54.47,15.13026,0,2018-06-02 12:30:00
65,0.0,55.25,gen,9.14645099998507e-05,0,128.99992459105187,86.87,load,63.0,86.87,55.25,17.5,7.540894812826559e-05,2018-06-02 13:00:00
66,0.0,45.0,gen,3.353664138404331e-05,0,300.0,79.57,load,63.0,79.57,45.0,18.7728,129.00009146451,2018-06-02 13:30:00
67,0.0,58.33,gen,0.000232638347083857,-300.0,0,93.7,gen,63.0,93.7,58.33,20.59,429.00012500115145,2018-06-02 14:00:00
68,0.0,45.0,gen,3.353664138404331e-05,0,300.0,79.12,load,63.0,79.12,45.0,22.96123,129.00035763949853,2018-06-02 14:30:00
69,0.0,45.0,gen,3.353664138404331e-05,0,300.0,80.47,load,63.0,80.47,45.0,22.07562,429.00039117613994,2018-06-02 15:00:00
70,0.0,55.97,gen,-0.00018523695033196416,0,299.9995752872187,81.5,load,63.0,81.5,55.97,24.97,729.0004247127813,2018-06-02 15:30:00
71,0.0,61.0,gen,-2.3638960121037183e-11,0,0.00018523695030125964,99.19,load,63.0,99.19,61.0,30.0,1028.9998147630497,2018-06-02 16:00:00
72,0.0,61.0,gen,-2.3638960121037183e-11,0,2.3646862246096134e-11,104.49,load,63.0,104.49,61.0,30.0,1028.9999999999764,2018-06-02 16:30:00
73,0.0,81.0,gen,-0.0001562186003998198,-300.0,0,155.7,gen,70.0,155.7,81.0,34.9309,1028.9999999999764,2018-06-02 17:00:00
74,0.0,81.0,gen,-0.0001562186003998198,0,300.0,122.78,load,70.0,122.78,81.0,30.03,728.999843781376,2018-06-02 17:30:00
75,0.0,76.0,gen,-1.4570445108722488e-05,-300.0,0,157.69,gen,70.0,157.69,76.0,50.0,1028.9996875627755,2018-06-02 18:00:00
76,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,145.31,gen,63.0,145.31,61.0,34.00243,728.9996729923305,2018-06-02 18:30:00
77,0.0,61.0,gen,-2.3638960121037183e-11,-128.99967299230684,0,134.91,gen,63.0,134.91,61.0,27.093420000000002,428.99967299230684,2018-06-02 19:00:00
78,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,128.39,load,63.0,128.39,61.0,30.0,299.99999999997635,2018-06-02 19:30:00
79,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,136.82,gen,63.0,136.82,61.0,32.56997,599.9999999999527,2018-06-02 20:00:00
80,0.0,65.33,gen,-0.00023636407074654944,-300.0,0,212.57,gen,70.0,212.57,65.33,30.0,299.99999999992906,2018-06-02 20:30:00
81,0.0,71.0,gen,0.0002088714325678512,0,0.0,133.87,load,70.0,133.87,71.0,30.03,0,2018-06-02 21:00:00
82,0.0,78.35,gen,-0.00024723303989027036,-0.0002088714325678512,0,118.52,gen,70.0,118.52,78.35,20.0,0.0002088714325678512,2018-06-02 21:30:00
83,0.0,68.12,gen,-8.529305384656288e-05,0,0.0,107.81,load,70.0,107.81,68.12,18.89,0,2018-06-02 22:00:00
84,0.0,72.45,gen,-0.0003010335146723525,0,0.0,99.67,load,70.0,99.67,72.45,18.25004,0,2018-06-02 22:30:00
85,0.0,62.27,gen,0.00022645644452912246,0,300.00000000000006,97.05,load,70.0,97.05,62.27,18.81258,0,2018-06-02 23:00:00
86,0.0,64.33,gen,-0.00021309926434967321,0,300.0,97.32,load,70.0,97.32,64.33,16.05977,300.0002264564446,2018-06-02 23:30:00
87,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,97.57,load,63.0,97.57,61.0,16.279629999999997,600.0000133571803,2018-06-03
88,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,109.66,gen,63.0,109.66,61.0,13.42,600.0000133571566,2018-06-03 00:30:00
89,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,116.33,gen,63.0,116.33,61.0,12.01,300.00001335713296,2018-06-03 01:00:00
90,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,88.74,load,63.0,88.74,61.0,17.5,1.335710931016365e-05,2018-06-03 01:30:00
91,0.0,41.0,gen,-3.6571874664446244e-05,-300.0,0,100.37,gen,63.0,100.37,41.0,24.97,300.00001335708566,2018-06-03 02:00:00
92,0.0,54.76,gen,8.089790504262892e-05,0,300.0,94.7,load,63.0,94.7,54.76,25.04482,0,2018-06-03 02:30:00
93,0.0,41.0,gen,-3.6571874664446244e-05,-300.0,0,103.72,gen,63.0,103.72,41.0,25.30294,300.00008089790504,2018-06-03 03:00:00
94,0.0,41.0,gen,-3.6571874664446244e-05,0,299.99995567397616,94.59,load,63.0,94.59,41.0,27.81,4.432603037685112e-05,2018-06-03 03:30:00
95,0.0,41.0,gen,-3.6571874664446244e-05,-299.9999634281319,0,94.67,gen,63.0,94.67,41.0,23.98,299.9999634281319,2018-06-03 04:00:00
96,0.0,41.0,gen,-3.6571874664446244e-05,0,300.00000000000006,77.57,load,63.0,77.57,41.0,27.81,0,2018-06-03 04:30:00
97,0.0,41.0,gen,-3.6571874664446244e-05,0,300.0,80.95,load,63.0,80.95,41.0,28.49,299.9999634281254,2018-06-03 05:00:00
98,0.0,41.0,gen,-3.6571874664446244e-05,-170.9999268562508,0,84.29,gen,63.0,84.29,41.0,26.449559999999998,599.9999268562508,2018-06-03 05:30:00
99,0.0,41.0,gen,-3.6571874664446244e-05,0,300.0,67.52,load,63.0,67.52,41.0,18.99,428.99996342812534,2018-06-03 06:00:00
100,0.0,47.72,gen,9.763075442269787e-05,0,300.0,82.23,load,63.0,82.23,47.72,14.2516,728.9999268562507,2018-06-03 06:30:00
101,0.0,49.8,gen,-0.00023657897096657178,0,0.0,88.2,load,63.0,88.2,49.8,18.89,1029,2018-06-03 07:00:00
102,0.0,49.93,gen,-2.2582364985051773e-05,0,0.0002365789709983801,90.87,load,63.0,90.87,49.93,18.89,1028.999763421029,2018-06-03 07:30:00
103,0.0,61.0,gen,-2.3638960121037183e-11,0,2.258236509078415e-05,91.19,load,63.0,91.19,61.0,14.46991,1028.999977417635,2018-06-03 08:00:00
104,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,103.7,gen,63.0,103.7,61.0,18.46013,1028.9999999999764,2018-06-03 08:30:00
105,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,100.98,gen,63.0,100.98,61.0,18.25,728.9999999999527,2018-06-03 09:00:00
106,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,102.26,gen,63.0,102.26,61.0,18.25008,428.99999999992906,2018-06-03 09:30:00
107,0.0,61.0,gen,-2.3638960121037183e-11,-128.9999999999054,0,93.59,gen,63.0,93.59,61.0,14.9,128.9999999999054,2018-06-03 10:00:00
108,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,88.93,load,63.0,88.93,61.0,9.0,0,2018-06-03 10:30:00
109,0.0,41.63,gen,0.0001327961644581993,0,0.0,84.13,load,63.0,84.13,41.63,12.28996,0,2018-06-03 11:00:00
110,0.0,41.55,gen,-6.072054479110314e-05,-0.0001327961644581993,0,79.55,gen,63.0,79.55,41.55,18.02485,0.0001327961644581993,2018-06-03 11:30:00
111,0.0,45.0,gen,3.353664138404331e-05,0,129.0,78.19,load,63.0,78.19,45.0,18.89,0,2018-06-03 12:00:00
112,0.0,44.47,gen,0.00020088519037083158,0,299.9999765478051,77.98,load,63.0,77.98,44.47,17.5,129.00003353664138,2018-06-03 12:30:00
113,0.0,42.33,gen,0.000193664402808437,0,300.0,70.44,load,63.0,70.44,42.33,14.49,429.0002109696369,2018-06-03 13:00:00
114,0.0,42.78,gen,-0.00013503803784274503,0,299.9995953659603,75.15,load,63.0,75.15,42.78,14.170010000000001,729.0004046340397,2018-06-03 13:30:00
115,0.0,46.86,gen,2.2371693459332593e-05,0,0.00013503803779713053,80.7,load,63.0,80.7,46.86,20.59,1028.9998649619622,2018-06-03 14:00:00
116,0.0,45.0,gen,3.353664138404331e-05,-300.0,0,81.03,gen,63.0,81.03,45.0,20.81636,1029,2018-06-03 14:30:00
117,0.0,43.59,gen,2.1196562250793014e-05,0,299.99996646335853,79.75,load,63.0,79.75,43.59,18.99,729.0000335366415,2018-06-03 15:00:00
118,0.0,50.33,gen,-9.648309879206987e-05,0,0.0,82.37,load,63.0,82.37,50.33,20.868479999999998,1029,2018-06-03 15:30:00
119,0.0,77.67,gen,-0.0002493320189077405,0,9.648309878684813e-05,90.93,load,70.0,90.93,77.67,30.0,1028.9999035169012,2018-06-03 16:00:00
120,0.0,81.0,gen,-0.0001562186003998198,0,0.00024933201893873047,100.08,load,70.0,100.08,81.0,30.0,1028.999750667981,2018-06-03 16:30:00
121,0.0,81.0,gen,-0.0001562186003998198,-300.0,0,190.63,gen,70.0,190.63,81.0,30.0,1028.9998437813997,2018-06-03 17:00:00
122,0.0,59.5,gen,0.0002739945099698176,-300.0,0,177.79,gen,63.0,177.79,59.5,48.0,728.9996875627993,2018-06-03 17:30:00
123,0.0,58.67,gen,0.00026651069648521403,-300.0,0,213.51,gen,63.0,213.51,58.67,61.82303,428.9999615573093,2018-06-03 18:00:00
124,0.0,58.65,gen,0.000271994029634811,-129.00022806800575,0,155.62,gen,63.0,155.62,58.65,30.0,129.00022806800575,2018-06-03 18:30:00
125,0.0,59.17,gen,0.000198335785872475,-0.00027199402964583896,0,148.4,gen,63.0,148.4,59.17,30.0,0.00027199402964583896,2018-06-03 19:00:00
126,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,113.32,load,63.0,113.32,61.0,30.0,0.000198335785872475,2018-06-03 19:30:00
127,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,114.22,load,63.0,114.22,61.0,30.0,300.0001983357622,2018-06-03 20:00:00
128,0.0,60.33,gen,0.00027561897639532575,-300.0,0,136.46,gen,63.0,136.46,60.33,30.0,300.00019833573856,2018-06-03 20:30:00
129,0.0,61.0,gen,-2.3638960121037183e-11,-0.00047395471494837693,0,104.5,gen,63.0,104.5,61.0,15.54,0.00047395471494837693,2018-06-03 21:00:00
130,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,102.09,load,63.0,102.09,61.0,18.89,0,2018-06-03 21:30:00
131,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,96.63,load,63.0,96.63,61.0,18.44022,0,2018-06-03 22:00:00
132,0.0,61.79,gen,-0.0002022874864304886,0,0.0,93.6,load,70.0,93.6,61.79,18.89,0,2018-06-03 22:30:00
133,0.0,61.56,gen,-9.99324598721925e-05,0,300.00000000000006,86.49,load,70.0,86.49,61.56,15.76545,0,2018-06-03 23:00:00
134,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,89.22,load,63.0,89.22,61.0,12.66458,299.9999000675402,2018-06-03 23:30:00
135,0.0,61.43,gen,-0.00019924142413540192,-300.0,0,97.79,gen,70.0,97.79,61.43,11.99,599.9999000675166,2018-06-04
136,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,89.96,load,63.0,89.96,61.0,10.79,299.99970082609246,2018-06-04 00:30:00
137,0.0,61.0,gen,-2.3638960121037183e-11,-300.0,0,92.28,gen,63.0,92.28,61.0,13.37,599.9997008260689,2018-06-04 01:00:00
138,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0002991739547724137,90.92,load,63.0,90.92,61.0,14.30826,299.9997008260452,2018-06-04 01:30:00
139,0.0,41.0,gen,-3.6571874664446244e-05,-300.0,0,110.06,gen,63.0,110.06,41.0,27.36,299.99999999997635,2018-06-04 02:00:00
140,0.0,59.72,gen,5.3468372667090164e-05,0,300.00000000000006,89.47,load,63.0,89.47,59.72,24.646910000000002,0,2018-06-04 02:30:00
141,0.0,57.91,gen,3.599050311109514e-05,0,300.0,87.68,load,63.0,87.68,57.91,20.59,300.0000534683727,2018-06-04 03:00:00
142,0.0,48.51,gen,0.00010678864369864057,0,128.9999105411241,90.39,load,63.0,90.39,48.51,18.85,600.0000894588759,2018-06-04 03:30:00
143,0.0,41.0,gen,-3.6571874664446244e-05,0,299.99989321135627,88.55,load,63.0,88.55,41.0,18.85,729.0001067886437,2018-06-04 04:00:00
144,0.0,41.0,gen,-3.6571874664446244e-05,0,3.6571874716173625e-05,91.67,load,63.0,91.67,41.0,25.81,1028.9999634281253,2018-06-04 04:30:00
145,0.0,41.0,gen,-3.6571874664446244e-05,-300.0,0,129.12,gen,63.0,129.12,41.0,25.81,1028.9999634281253,2018-06-04 05:00:00
146,0.0,60.28,gen,-9.859294021132157e-06,0,300.0,89.1,load,63.0,89.1,60.28,24.97,728.9999268562506,2018-06-04 05:30:00
147,0.0,67.67,gen,-8.192257311204546e-05,0,8.300304352815147e-05,97.01,load,70.0,97.01,67.67,30.0,1028.9999169969565,2018-06-04 06:00:00
148,0.0,81.0,gen,-0.0001562186003998198,0,8.192257314476592e-05,176.51,load,70.0,176.51,81.0,30.0,1028.9999180774269,2018-06-04 06:30:00
149,0.0,81.0,gen,-0.0001562186003998198,-300.0,0,308.3,gen,70.0,308.3,81.0,45.99,1028.9998437813997,2018-06-04 07:00:00
150,0.0,73.48,gen,-0.0003172189104431354,-300.0,0,208.9,gen,70.0,208.9,73.48,70.0,728.9996875627993,2018-06-04 07:30:00
151,0.0,60.0,gen,-0.0002414619973380755,-300.0,0,252.29,gen,63.0,252.29,60.0,50.62161,428.99937034388887,2018-06-04 08:00:00
152,0.0,59.27,gen,0.00019471621388340905,-128.99912888189152,0,194.66,gen,63.0,194.66,59.27,24.76367,128.99912888189152,2018-06-04 08:30:00
153,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,121.71,load,63.0,121.71,61.0,22.48284,0.00019471621388333915,2018-06-04 09:00:00
154,0.0,59.99,gen,-0.00023950720799788508,-300.0,0,153.64,gen,63.0,153.64,59.99,23.265,300.0001947161902,2018-06-04 09:30:00
155,0.0,67.93,gen,-8.380563140428693e-05,0,0.0,139.05,load,70.0,139.05,67.93,20.58411,0,2018-06-04 10:00:00
156,0.0,74.33,gen,-0.00029337337650835383,0,300.0,112.5,load,70.0,112.5,74.33,19.4333,0,2018-06-04 10:30:00
157,0.0,77.67,gen,-0.0002493320189077405,-299.9997066266235,0,117.87,gen,70.0,117.87,77.67,24.36477,299.9997066266235,2018-06-04 11:00:00
158,0.0,64.7,gen,-0.00021707754370995698,0,0.0,107.73,load,70.0,107.73,64.7,13.420110000000001,0,2018-06-04 11:30:00
159,0.0,63.87,gen,-0.00023029194677797723,0,300.00000000000006,101.32,load,70.0,101.32,63.87,14.729579999999999,0,2018-06-04 12:00:00
160,0.0,61.0,gen,-2.3638960121037183e-11,-299.9997697080533,0,102.76,gen,63.0,102.76,61.0,18.89,299.9997697080533,2018-06-04 12:30:00
161,0.0,61.0,gen,-2.3638960121037183e-11,0,0.0,102.05,load,63.0,102.05,61.0,14.47011,0,2018-06-04 13:00:00
162,0.0,61.0,gen,-2.3638960121037183e-11,0,300.00000000000006,95.7,load,63.0,95.7,61.0,13.420110000000001,0,2018-06-04 13:30:00
163,0.0,62.12,gen,-0.00022486943091771567,0,129.0000000000236,101.64,load,70.0,101.64,62.12,20.59,299.9999999999764,2018-06-04 14:00:00
164,0.0,61.0,gen,-2.3638960121037183e-11,0,300.0,96.26,load,63.0,96.26,61.0,20.59,428.9997751305691,2018-06-04 14:30:00
165,0.0,59.51,gen,0.0002671305079152364,0,300.0,99.67,load,63.0,99.67,59.51,28.58046,728.9997751305455,2018-06-04 15:00:00
166,0.0,60.17,gen,-2.6773268031450166e-05,0,0.0,109.42,load,63.0,109.42,60.17,30.0,1029,2018-06-04 15:30:00
167,0.0,74.24,gen,-0.00029592470341549396,-299.99998393604005,0,123.05,gen,70.0,123.05,74.24,30.0,1028.999973226732,2018-06-04 16:00:00
168,0.0,81.0,gen,-0.0001562186003998198,0,300.0,120.77,load,70.0,120.77,81.0,30.0,728.9996933659885,2018-06-04 16:30:00
169,0.0,74.51,gen,-0.0002892807470875154,0,0.0004628526119176968,148.27,load,70.0,148.27,74.51,100.0,1028.999537147388,2018-06-04 17:00:00
170,0.0,68.04,gen,-8.465617851523307e-05,-128.99971071925302,0,159.38,gen,70.0,159.38,68.04,48.0,1028.999710719253,2018-06-04 17:30:00
171,0.0,58.78,gen,0.00024188071495473792,-300.0,0,328.72,gen,63.0,328.72,58.78,100.0,899.9999153438215,2018-06-04 18:00:00
172,0.0,59.0,gen,0.00021074421274010978,-300.0,0,284.44,gen,63.0,284.44,59.0,47.24599,600.0001572245365,2018-06-04 18:30:00
173,0.0,59.0,gen,0.00021074421274010978,-300.0,0,170.49,gen,63.0,170.49,59.0,34.45909,300.0003679687492,2018-06-04 19:00:00
174,0.0,60.67,gen,0.00016649828773549,-0.0005787129618965992,0,130.98,gen,63.0,130.98,60.67,30.03,0.0005787129618965992,2018-06-04 19:30:00
175,0.0,61.0,gen,-2.3638960121037183e-11,0,299.99983350171226,130.39,load,63.0,130.39,61.0,30.0,0.00016649828773549,2018-06-04 20:00:00
176,0.0,60.67,gen,0.00016649828773549,-300.0,0,134.75,gen,63.0,134.75,60.67,30.0,299.99999999997635,2018-06-04 20:30:00
177,0.0,72.09,gen,-0.00029865263279976615,-0.00016649826409320667,0,117.85,gen,70.0,117.85,72.09,30.0,0.00016649826409320667,2018-06-04 21:00:00
178,0.0,79.04,gen,-0.000250211907818818,0,0.0,113.74,load,70.0,113.74,79.04,30.0,0,2018-06-04 21:30:00
179,0.0,68.52,gen,-8.868468525494774e-05,0,300.00000000000006,102.95,load,70.0,102.95,68.52,18.89,0,2018-06-04 22:00:00
180,0.0,80.44,gen,4.385973530945601e-05,-299.9999113153148,0,155.98,gen,70.0,155.98,80.44,24.97,299.9999113153148,2018-06-04 22:30:00
