,battery_bid_fcas_power,battery_bid_fcas_price,battery_bid_fcas_type,battery_bid_energy_power_gen,battery_bid_energy_power_load,battery_bid_energy_price,battery_bid_energy_type,fcas_clearing_price,energy_price,raise_demand,raise_price,soe,timestamp
48,7.60973851693509e-08,41.0,gen,-299.99999081935556,0,86.19,gen,63.0,86.19,41.0,28.5,1028.999979124886,2018-06-02 04:30:00
49,8.694644957233698e-08,41.0,gen,0,300.00002418022126,81.17,load,63.0,81.17,41.0,27.81,728.9999700005689,2018-06-02 05:00:00
50,1.34854207746204e-07,41.0,gen,-299.999989659105,0,85.35,gen,63.0,85.35,41.0,25.99,1028.9999758731162,2018-06-02 05:30:00
51,1.2177423595102884e-07,43.67,gen,0,300.00003164976846,73.53,load,63.0,73.53,43.67,18.89,728.9999678943603,2018-06-02 06:00:00
52,8.380051251226884e-09,53.48,gen,-299.99999995244707,0,126.06,gen,63.0,126.06,53.48,18.25,1029,2018-06-02 06:30:00
53,3.3355143556035717e-07,63.66,gen,-299.9999982073428,0,124.59,gen,70.0,124.59,63.66,27.561,728.9999120691975,2018-06-02 07:00:00
54,57.99958728538038,68.72,gen,0,299.99999999891037,100.63,load,68.72,100.63,68.72,30.0,428.99979390081324,2018-06-02 07:30:00
55,199.99999993168623,75.23,gen,0,274.860241297521,113.05,load,70.0,113.05,75.23,30.0,725.1397590201514,2018-06-02 08:00:00
56,199.99996860002776,61.0,gen,-300.00000880398426,0,147.29,gen,61.0,147.29,61.0,24.52542,1000.0002388670512,2018-06-02 08:30:00
57,170.0021973855247,60.67,gen,-299.9999999831788,0,135.98,gen,60.67,135.98,60.67,30.0,685.0010988642712,2018-06-02 09:00:00
58,1.5513851206085858e-07,58.18,gen,-300.0000000112147,0,162.44,gen,63.0,162.44,58.18,26.38594,370.16850502568343,2018-06-02 09:30:00
59,199.9999998400479,61.0,gen,0,299.99999998821494,98.45,load,61.0,98.45,61.0,20.59,70.1686183544859,2018-06-02 10:00:00
60,199.9999999937336,71.88,gen,0,299.99999998976966,99.52,load,70.0,99.52,71.88,14.9,355.16948714390503,2018-06-02 10:30:00
61,199.99999995924338,71.64,gen,-299.9999999663276,0,118.95,gen,70.0,118.95,71.64,15.5892,655.1694729696877,2018-06-02 11:00:00
62,199.9999997358295,62.43,gen,-255.1693586774858,0,106.7,gen,62.43,106.7,62.43,11.99,355.1693604445131,2018-06-02 11:30:00
63,199.99999995689856,61.0,gen,0,15.712699184867422,106.28,load,61.0,106.28,61.0,17.46,84.28730087753154,2018-06-02 12:00:00
64,6.349845446115159e-07,54.47,gen,-85.00086874383516,0,105.77,gen,63.0,105.77,54.47,15.13026,85.00086886360317,2018-06-02 12:30:00
65,199.99999972042428,55.25,gen,0,300.000000034831,86.87,load,55.25,86.87,55.25,17.5,3.766549334474938e-05,2018-06-02 13:00:00
66,1.2602730845278686e-07,45.0,gen,0,300.0000000397467,79.57,load,63.0,79.57,45.0,18.7728,287.8767303327638,2018-06-02 13:30:00
67,199.99999982387178,58.33,gen,-258.87674718907897,0,93.7,gen,58.33,93.7,58.33,20.59,587.8767471093213,2018-06-02 14:00:00
68,4.7105720207929965e-06,45.0,gen,0,299.9999990569644,79.12,load,63.0,79.12,45.0,22.96123,315.33299922331145,2018-06-02 14:30:00
69,6.400605013709685e-06,45.0,gen,0,299.999997998617,80.47,load,63.0,80.47,45.0,22.07562,615.3330138708617,2018-06-02 15:00:00
70,199.99999996913655,55.97,gen,0,213.66697296557965,81.5,load,55.97,81.5,55.97,24.97,915.333027037523,2018-06-02 15:30:00
71,199.99999985731682,61.0,gen,0,99.99999989954617,99.19,load,61.0,99.19,61.0,30.0,1029,2018-06-02 16:00:00
72,199.99999923234188,61.0,gen,0,99.99999982705422,104.49,load,61.0,104.49,61.0,30.0,1029,2018-06-02 16:30:00
73,199.99999974833338,81.0,gen,-300.000000163721,0,155.7,gen,70.0,155.7,81.0,34.9309,1029,2018-06-02 17:00:00
74,199.9999993296064,81.0,gen,0,299.99999969928615,122.78,load,70.0,122.78,81.0,30.03,729.0003230660056,2018-06-02 17:30:00
75,199.99999839377804,76.0,gen,-300.0000000279745,0,157.69,gen,70.0,157.69,76.0,50.0,1029,2018-06-02 18:00:00
76,2.3602032182613215e-08,61.0,gen,-299.99999996912373,0,145.31,gen,63.0,145.31,61.0,34.00243,729.0002720420879,2018-06-02 18:30:00
77,8.331231023463219e-07,61.0,gen,-129.00027177446728,0,134.91,gen,63.0,134.91,61.0,27.093420000000002,429.0002720673989,2018-06-02 19:00:00
78,2.2409860286229422e-07,61.0,gen,0,299.9999995500967,128.39,load,63.0,128.39,61.0,30.0,300.00000009688944,2018-06-02 19:30:00
79,5.355123649819172e-08,61.0,gen,-299.9999995619825,0,136.82,gen,63.0,136.82,61.0,32.56997,599.9999995942449,2018-06-02 20:00:00
80,7.331272817319696e-08,65.33,gen,-299.99999999649094,0,212.57,gen,70.0,212.57,65.33,30.0,300.00000001965014,2018-06-02 20:30:00
81,5.424081834761358e-09,71.0,gen,-4.245091784027445e-09,0,133.87,gen,70.0,133.87,71.0,30.03,0,2018-06-02 21:00:00
82,199.9999999944927,78.35,gen,0,99.99989575890694,118.52,load,70.0,118.52,78.35,20.0,0.00010443011571411396,2018-06-02 21:30:00
83,199.99999996169015,68.12,gen,0,0.0001279248293079948,107.81,load,68.12,107.81,68.12,18.89,99.99987205456844,2018-06-02 22:00:00
84,199.99999980949337,72.45,gen,0,299.99999538981797,99.67,load,70.0,99.67,72.45,18.25004,96.43822750291466,2018-06-02 22:30:00
85,199.99999998589436,62.27,gen,0,299.9999999267835,97.05,load,62.27,97.05,62.27,18.81258,396.43823914288544,2018-06-02 23:00:00
86,199.99999949874564,64.33,gen,0,299.9999813993992,97.32,load,64.33,97.32,64.33,16.05977,680.8056239131266,2018-06-02 23:30:00
87,199.9999991864827,61.0,gen,0,120.85780715908156,97.57,load,61.0,97.57,61.0,16.279629999999997,979.1421884682377,2018-06-03
88,199.99999950811292,61.0,gen,-300.00000020526437,0,109.66,gen,61.0,109.66,61.0,13.42,1029,2018-06-03 00:30:00
89,199.9999996378167,61.0,gen,-299.99999994793603,0,116.33,gen,61.0,116.33,61.0,12.01,714.0008685959399,2018-06-03 01:00:00
90,199.99999998512567,61.0,gen,0,299.9999999813404,88.74,load,61.0,88.74,61.0,17.5,399.00173744920806,2018-06-03 01:30:00
91,8.152936821727946e-07,41.0,gen,-299.99999848949705,0,100.37,gen,63.0,100.37,41.0,24.97,684.0026062317527,2018-06-03 02:00:00
92,199.99999990826282,54.76,gen,0,15.997411758519382,94.7,load,54.76,94.7,54.76,25.04482,384.0025892524954,2018-06-03 02:30:00
93,2.75814693003709e-07,41.0,gen,-299.9999997191202,0,103.72,gen,63.0,103.72,41.0,25.30294,388.11815494263556,2018-06-03 03:00:00
94,1.9198863734866165e-07,41.0,gen,0,211.8818362191735,94.59,load,63.0,94.59,41.0,27.81,88.11813686862452,2018-06-03 03:30:00
95,-2.104742056185489e-08,41.0,gen,-299.9999552480349,0,94.67,gen,63.0,94.67,41.0,23.98,299.9999547538636,2018-06-03 04:00:00
96,1.0118443446598575e-08,41.0,gen,0,299.9999999970779,77.57,load,63.0,77.57,41.0,27.81,0,2018-06-03 04:30:00
97,8.429351036395725e-07,41.0,gen,0,299.99999865159333,80.95,load,63.0,80.95,41.0,28.49,299.99998170861096,2018-06-03 05:00:00
98,1.004511695394783e-06,41.0,gen,-70.99996254290392,0,84.29,gen,63.0,84.29,41.0,26.449559999999998,599.9999618635337,2018-06-03 05:30:00
99,1.5920464858924667e-06,41.0,gen,0,300.00000465126914,67.52,load,63.0,67.52,41.0,18.99,528.9999807835651,2018-06-03 06:00:00
100,199.9999914323418,47.72,gen,0,300.0000280398275,82.23,load,47.72,82.23,47.72,14.2516,828.9999667508861,2018-06-03 06:30:00
101,199.99999984927302,49.8,gen,0,99.99999988071059,88.2,load,49.8,88.2,49.8,18.89,1029,2018-06-03 07:00:00
102,5.645373056585339e-07,49.93,gen,0,1.7300898487857193e-07,90.87,load,63.0,90.87,49.93,18.89,1029,2018-06-03 07:30:00
103,199.9999995162775,61.0,gen,0,100.0000055825646,91.19,load,61.0,91.19,61.0,14.46991,1028.9999887406996,2018-06-03 08:00:00
104,199.99999994855,61.0,gen,-299.99999991869663,0,103.7,gen,61.0,103.7,61.0,18.46013,1029,2018-06-03 08:30:00
105,199.9999992238653,61.0,gen,-214.00087195823818,0,100.98,gen,61.0,100.98,61.0,18.25,714.0008688825076,2018-06-03 09:00:00
106,199.99999957332403,61.0,gen,-299.99999959396035,0,102.26,gen,61.0,102.26,61.0,18.25008,485.0008657254736,2018-06-03 09:30:00
107,199.9999992556573,61.0,gen,-70.00173440074589,0,93.59,gen,61.0,93.59,61.0,14.9,170.00173493271748,2018-06-03 10:00:00
108,199.99999963278603,61.0,gen,0,14.999132729721667,88.93,load,61.0,88.93,61.0,9.0,85.00086933317581,2018-06-03 10:30:00
109,6.22469187307754e-07,41.63,gen,-85.00087021678469,0,84.13,gen,63.0,84.13,41.63,12.28996,85.0008708641017,2018-06-03 11:00:00
110,1.3283658366586384e-06,41.55,gen,0,28.99994203896588,79.55,load,63.0,79.55,41.55,18.02485,6.243171392123131e-05,2018-06-03 11:30:00
111,199.99999863245455,45.0,gen,0,300.00000534627674,78.19,load,45.0,78.19,45.0,18.89,28.999973778455995,2018-06-03 12:00:00
112,199.99999328699093,44.47,gen,0,207.00022702668437,77.98,load,44.47,77.98,44.47,17.5,321.99978238462927,2018-06-03 12:30:00
113,5.704116770967598e-06,42.33,gen,0,299.99999964045054,70.44,load,63.0,70.44,42.33,14.49,522.2647697459271,2018-06-03 13:00:00
114,186.52972828739632,42.78,gen,0,299.9999988433499,75.15,load,42.78,75.15,42.78,14.170010000000001,822.2648647927264,2018-06-03 13:30:00
115,199.99999701620996,46.86,gen,0,99.99998397065724,80.7,load,46.86,80.7,46.86,20.59,1029,2018-06-03 14:00:00
116,4.106915981373333e-06,45.0,gen,-299.99999788294633,0,81.03,gen,63.0,81.03,45.0,20.81636,1029,2018-06-03 14:30:00
117,1.0327968511998127e-05,43.59,gen,0,299.9999852226592,79.75,load,63.0,79.75,43.59,18.99,729.0000178585647,2018-06-03 15:00:00
118,199.9999999437343,50.33,gen,0,99.99999997130807,82.37,load,50.33,82.37,50.33,20.868479999999998,1029,2018-06-03 15:30:00
119,199.9999999675565,77.67,gen,0,99.99999997938814,90.93,load,70.0,90.93,77.67,30.0,1029,2018-06-03 16:00:00
120,199.99999999534123,81.0,gen,0,100.00000000658831,100.08,load,70.0,100.08,81.0,30.0,1029,2018-06-03 16:30:00
121,1.5056756367503466e-06,81.0,gen,-300.0000007049864,0,190.63,gen,70.0,190.63,81.0,30.0,1029,2018-06-03 17:00:00
122,1.7076575480832568e-08,59.5,gen,-299.9999999886458,0,177.79,gen,63.0,177.79,59.5,48.0,728.999920809291,2018-06-03 17:30:00
123,1.9350422327459718e-08,58.67,gen,-300.0000000036795,0,213.51,gen,63.0,213.51,58.67,61.82303,429.0000578136441,2018-06-03 18:00:00
124,1.4170392165047056e-08,58.65,gen,-129.00019104543168,0,155.62,gen,63.0,155.62,58.65,30.0,129.00019106047674,2018-06-03 18:30:00
125,1.3553963828613974e-08,59.17,gen,-0.00013577191464758987,0,148.4,gen,63.0,148.4,59.17,30.0,0.00013600851894402687,2018-06-03 19:00:00
126,2.7264400197086327e-06,61.0,gen,0,299.9999215838807,113.32,load,63.0,113.32,61.0,30.0,9.94011088808157e-05,2018-06-03 19:30:00
127,1.5190772290937583e-07,61.0,gen,-1.405842791368689e-07,0,114.22,gen,63.0,114.22,61.0,30.0,300.0000203434577,2018-06-03 20:00:00
128,1.5088426951202553e-07,60.33,gen,-300.00001987142275,0,136.46,gen,63.0,136.46,60.33,30.0,300.00002016711835,2018-06-03 20:30:00
129,199.99999904275126,61.0,gen,0,99.99986664533475,104.5,load,61.0,104.5,61.0,15.54,0.00013806753096462304,2018-06-03 21:00:00
130,199.9999999669008,61.0,gen,0,14.999126502466549,102.09,load,61.0,102.09,61.0,18.89,85.00087351406994,2018-06-03 21:30:00
131,199.99999838454184,61.0,gen,0,14.999135384881136,96.63,load,61.0,96.63,61.0,18.44022,85.00086881774071,2018-06-03 22:00:00
132,199.99999890312148,61.79,gen,0,14.99913994861874,93.6,load,61.79,93.6,61.79,18.89,85.00087300382607,2018-06-03 22:30:00
133,199.99999995595613,61.56,gen,0,299.9999999509282,86.49,load,61.56,86.49,61.56,15.76545,84.60501140381024,2018-06-03 23:00:00
134,199.999999927026,61.0,gen,0,299.99999980877345,89.22,load,61.0,89.22,61.0,12.66458,369.3269828947642,2018-06-03 23:30:00
135,199.99999991143292,61.43,gen,-299.9999998395362,0,97.79,gen,61.43,97.79,61.43,11.99,654.3278515047418,2018-06-04
136,199.99999994417985,61.0,gen,0,299.99999947297755,89.96,load,61.0,89.96,61.0,10.79,339.1127946998257,2018-06-04 00:30:00
137,199.9999985988462,61.0,gen,-299.99999008131255,0,92.28,gen,61.0,92.28,61.0,13.37,624.1136629740074,2018-06-04 01:00:00
138,199.9999998097534,61.0,gen,0,119.88546282795926,90.92,load,61.0,90.92,61.0,14.30826,309.11454169389907,2018-06-04 01:30:00
139,7.0903260742386e-08,41.0,gen,-299.9999999791968,0,110.06,gen,63.0,110.06,41.0,27.36,414.00087332306254,2018-06-04 02:00:00
140,199.99999977049512,59.72,gen,0,299.9999981651685,89.47,load,59.72,89.47,59.72,24.646910000000002,114.0008550402026,2018-06-04 02:30:00
141,199.99999939935574,57.91,gen,0,299.99999844752847,87.68,load,57.91,87.68,57.91,20.59,399.639011251466,2018-06-04 03:00:00
142,2.1629444153704631e-07,48.51,gen,0,42.81407886485372,90.39,load,63.0,90.39,48.51,18.85,686.1859209378849,2018-06-04 03:30:00
143,2.059763639611174e-06,41.0,gen,0,299.9999459274101,88.55,load,63.0,88.55,41.0,18.85,729.0000531429844,2018-06-04 04:00:00
144,8.780026083989366e-07,41.0,gen,-8.664615697219917e-08,0,91.67,gen,63.0,91.67,41.0,25.81,1028.9999802695174,2018-06-04 04:30:00
145,1.3398014460632647e-07,41.0,gen,-300.0000000785346,0,129.12,gen,63.0,129.12,41.0,25.81,1028.9999616774337,2018-06-04 05:00:00
146,199.9999999038138,60.28,gen,0,299.99999993373797,89.1,load,60.28,89.1,60.28,24.97,728.9999432794667,2018-06-04 05:30:00
147,199.9999999747314,67.67,gen,0,114.64088549380659,97.01,load,67.67,97.01,67.67,30.0,1014.3591145223586,2018-06-04 06:00:00
148,8.22111355016996e-08,81.0,gen,-2.728347811779253e-07,0,176.51,gen,70.0,176.51,81.0,30.0,1029,2018-06-04 06:30:00
149,1.095512292650867e-07,81.0,gen,-299.99999940842605,0,308.3,gen,70.0,308.3,81.0,45.99,1028.9999215973119,2018-06-04 07:00:00
150,1.7311199038105186e-08,73.48,gen,-299.9999999614811,0,208.9,gen,70.0,208.9,73.48,70.0,728.9998440521975,2018-06-04 07:30:00
151,2.771650597633726e-08,60.0,gen,-300.0000000159754,0,252.29,gen,63.0,252.29,60.0,50.62161,428.99968547693317,2018-06-04 08:00:00
152,8.238640397764602e-09,59.27,gen,-128.99956474326157,0,194.66,gen,63.0,194.66,59.27,24.76367,128.99956472302975,2018-06-04 08:30:00
153,2.144703870999774e-07,61.0,gen,0,299.999953204719,121.71,load,63.0,121.71,61.0,22.48284,9.73358153117855e-05,2018-06-04 09:00:00
154,3.652322860281479e-07,59.99,gen,-300.0000489284798,0,153.64,gen,63.0,153.64,59.99,23.265,300.0000504900585,2018-06-04 09:30:00
155,4.7716023027353664e-08,67.93,gen,0,7.959800734315502e-08,139.05,load,70.0,139.05,67.93,20.58411,0,2018-06-04 10:00:00
156,199.9999999486176,74.33,gen,0,299.9999999335681,112.5,load,70.0,112.5,74.33,19.4333,0,2018-06-04 10:30:00
157,199.99999981871576,77.67,gen,-200.00001551107846,0,117.87,gen,70.0,117.87,77.67,24.36477,300.0000154746991,2018-06-04 11:00:00
158,199.99999998242558,64.7,gen,-6.662546334624587e-05,0,107.73,gen,64.7,107.73,64.7,13.420110000000001,100.00006717162465,2018-06-04 11:30:00
159,199.99999996238913,63.87,gen,0,299.99999983549986,101.32,load,63.87,101.32,63.87,14.729579999999999,98.14843995304554,2018-06-04 12:00:00
160,199.99999991599776,61.0,gen,-267.7155558857739,0,102.76,gen,61.0,102.76,61.0,18.89,396.71555663419304,2018-06-04 12:30:00
161,199.99999989997147,61.0,gen,0,214.9991315409525,102.05,load,61.0,102.05,61.0,14.47011,114.00086954962337,2018-06-04 13:00:00
162,199.99999984581945,61.0,gen,0,299.99999989885794,95.7,load,61.0,95.7,61.0,13.420110000000001,314.0008698917801,2018-06-04 13:30:00
163,199.99999987979936,62.12,gen,0,129.9982615261223,101.64,load,62.12,101.64,62.12,20.59,599.0017385918422,2018-06-04 14:00:00
164,199.9999985719909,61.0,gen,0,299.9999978886105,96.26,load,61.0,96.26,61.0,20.59,713.4381756908793,2018-06-04 14:30:00
165,199.99999985283614,59.51,gen,0,130.56095756514569,99.67,load,59.51,99.67,59.51,28.58046,998.439042380694,2018-06-04 15:00:00
166,7.696629417953443e-08,60.17,gen,-4.45968501581392e-08,0,109.42,gen,63.0,109.42,60.17,30.0,1029,2018-06-04 15:30:00
167,199.99999991153888,74.24,gen,-99.99999266975026,0,123.05,gen,70.0,123.05,74.24,30.0,1028.9999865495286,2018-06-04 16:00:00
168,199.99999996467665,81.0,gen,0,199.99998985184254,120.77,load,70.0,120.77,81.0,30.0,929.0000101377492,2018-06-04 16:30:00
169,9.625728356173959e-08,74.51,gen,0,5.233223356789542e-08,148.27,load,70.0,148.27,74.51,100.0,1029,2018-06-04 17:00:00
170,1.3939846071730863e-08,68.04,gen,-128.99985602013,0,159.38,gen,70.0,159.38,68.04,48.0,1028.9998553878938,2018-06-04 17:30:00
171,-6.365204822184385e-09,58.78,gen,-299.99998963733793,0,328.72,gen,63.0,328.72,58.78,100.0,899.9999570361897,2018-06-04 18:00:00
172,1.0155483438416486e-07,59.0,gen,-300.00003829395473,0,284.44,gen,63.0,284.44,59.0,47.24599,600.0000883408001,2018-06-04 18:30:00
173,6.68875594520591e-07,59.0,gen,-300.0001523533487,0,170.49,gen,63.0,170.49,59.0,34.45909,300.0001553935662,2018-06-04 19:00:00
174,5.200650340094257e-08,60.67,gen,0,1.4919041642205108e-06,130.98,load,63.0,130.98,60.67,30.03,0.00010824512593606487,2018-06-04 19:30:00
175,1.1718668930412597e-07,61.0,gen,0,299.99982613040316,130.39,load,63.0,130.39,61.0,30.0,0.00019297346673594905,2018-06-04 20:00:00
176,2.2014465433298817e-07,60.67,gen,-300.00001852320844,0,134.75,gen,63.0,134.75,60.67,30.0,300.0000190762845,2018-06-04 20:30:00
177,199.99999989411964,72.09,gen,0,99.99991842927926,117.85,load,70.0,117.85,72.09,30.0,8.374842969923657e-05,2018-06-04 21:00:00
178,199.9999999387461,79.04,gen,0,200.00000605840214,113.74,load,70.0,113.74,79.04,30.0,99.9999942305949,2018-06-04 21:30:00
179,199.9999997028332,68.52,gen,0,299.9999996645942,102.95,load,68.52,102.95,68.52,18.89,299.9998823070537,2018-06-04 22:00:00
180,199.9999999788569,80.44,gen,-299.99999999588186,0,155.98,gen,70.0,155.98,80.44,24.97,596.2373334547289,2018-06-04 22:30:00
181,199.99999999133883,81.0,gen,0,299.99999967829854,108.84,load,70.0,108.84,81.0,28.05619,296.2372200347602,2018-06-04 23:00:00
182,199.99999989406965,80.69,gen,0,299.9999712205125,109.37,load,70.0,109.37,80.69,24.9321,596.2375429427854,2018-06-04 23:30:00
183,199.9997814385607,60.84,gen,-299.99999902452555,0,113.76,gen,60.84,113.76,60.84,19.33973,896.237862985807,2018-06-05
184,199.99999920755866,61.0,gen,0,299.99999983701355,102.9,load,61.0,102.9,61.0,16.86553,581.3162683997775,2018-06-05 00:30:00
185,199.99999975570842,65.57,gen,-299.9999996840283,0,109.4,gen,65.57,109.4,65.57,11.99,866.3171370379953,2018-06-05 01:00:00
186,199.999996108856,61.0,gen,-299.9999982819259,0,109.58,gen,61.0,109.58,61.0,18.24996,564.0320901968889,2018-06-05 01:30:00
187,6.500902898837892e-08,41.0,gen,-249.0329606335395,0,105.0,gen,63.0,105.0,41.0,23.98,249.03296071616725,2018-06-05 02:00:00
188,1.1194430138819537e-08,51.47,gen,-1.1450271854369059e-08,0,101.09,gen,63.0,101.09,51.47,23.98,0,2018-06-05 02:30:00
189,1.1119701052206797e-08,41.0,gen,-1.3941775188380421e-08,0,85.81,gen,63.0,85.81,41.0,24.97,0,2018-06-05 03:00:00
